source_path,sha256,arrays_sha256,identity_content_sha256,participant_id,canonical_participant_id,label,sample_id,schema,status,reason,split,output_index,original_T,duration,valid_frames,valid_detection_ratio,longest_missing_run,scale,assumptions
make_fist/p001_make_fist_0001.npz,0b41882b8abe158a1ab755065dde952e16f70dce0db20ff60955df6c84391896,0fe61d7eb2e359ed160d2828b6b5c9a263cb41ae54b5014ccb8d1485b4603491,714f445d7efedc96a1a4cbfc046d45b5fd0cb907ee3e6d589bfbe6796fd768e7,p001,p001,make_fist,1,2,accepted,,,,33,1.0721073999993678,33,1.0,0,0.21868243448367297,
make_fist/p001_make_fist_0002.npz,d418d86010e1c418b9ba54f5a33778f785b7ab244f224b190aa26389e732315b,27bca1839feed392c572120e82df33d54ad46bbc1130a4c983589a823d2facbc,6353d130c70f093ae55d5711a5c133736fb8ff62719af566e141075f959980a5,p001,p001,make_fist,2,2,accepted,,,,31,1.0080574000003253,31,1.0,0,0.21668379978344315,
make_fist/p001_make_fist_0003.npz,f6d2ff16d6977ef12c8ee4b582c6325eb95f5a80c950aa4b9f89258705a55e2e,86cfb066bdba2c9e7d635c90c2a7596977e9389b94bc488683786cc605db492e,23e6be3f7a959334ecc618815a286e1b57db117a92d998864747cf6c0c3a3c7b,p001,p001,make_fist,3,2,accepted,,,,34,1.1044818999998824,34,1.0,0,0.21412784940747198,
make_fist/p001_make_fist_0004.npz,4df9da424d350992988180fb73e9e34e29e8f83fa1dbd2ecfe3b3f12525f800e,090f8943d25940eafff8c068a253893950305c0ab5730d0b66fe4de53c7e9305,43b439bb5ee0286928763234c72c7fe4c94cda9bfd203678506abed9321f1197,p001,p001,make_fist,4,2,accepted,,,,32,1.0401156999996601,32,1.0,0,0.23351558833812874,
make_fist/p001_make_fist_0005.npz,c617b1555280766e93379910d84e71c9397651b56dca4a0bc9caf967c1ea5a9b,699bc6961b43590dade6518bcb41b7110b9a0a69267ab3ba1d99057150711386,485f6288ddd38d761c8e4502be6e3c1eefe9201da801a57d8120d7b009bf32f5,p001,p001,make_fist,5,2,accepted,,,,28,0.9119451999995363,28,1.0,0,0.22045289983776162,
make_fist/p001_make_fist_0006.npz,1c8763419baae45d57418860c6d758188711de4e4045c82e3e4c47676a73442e,c9750b1bf2e761b800eeb8930f7cb35d4196fe694f512040245f80251fc01c07,cca8885c3da6f34a55ac8170ae42c65e1a8df5709e98786d3748a78be00acef3,p001,p001,make_fist,6,2,accepted,,,,38,1.2482098000000406,38,1.0,0,0.22807468169919143,
make_fist/p001_make_fist_0007.npz,ede1e090a010fb754b65f6a59823dd3ce063c9774fa146a20a8a91500f7c87d1,9a30c1542d242bc7d112a3790a817df6648d82872ad4faa555776a17d6eaa7dd,7c2807d6ba6b551e33a8331b9a3a4ed22eb745c5f118994bdf439e7d043f3e59,p001,p001,make_fist,7,2,accepted,,,,38,1.2637097000006179,38,1.0,0,0.23392206849175745,
make_fist/p001_make_fist_0008.npz,d6394f4900d603d18c1b665db5dd0c2ca1514cfd89fac58e026813728c3aeeed,6fec1caf489968274945a05498b182e6790ac61a561a53004cad548f66a8a117,1737e0b0641d1a1c85c700a1d3fd84588999786d586b7340492aca5504496bd9,p001,p001,make_fist,8,2,accepted,,,,25,0.8157678999996278,25,1.0,0,0.21522575733014757,
make_fist/p001_make_fist_0009.npz,3fa7d6e138cf39062e4e15bead521e54691b3b35a3d58cfde7387cae31a720d2,3cc6fb51dbd66f950e2a7514e605b8bb97e740a3ca37626bb09006121565048e,b55c2f45c325226c25a4d04924fc2b84ad20831e178f7ca850e5e4e533237bc0,p001,p001,make_fist,9,2,accepted,,,,33,1.0721776999998838,33,1.0,0,0.21395741059800236,
make_fist/p001_make_fist_0010.npz,090b9b9c8a74bffe5c1c01dec495673d74b47748db87a9af34471621a8ed6bcc,1dc8f93574642d78e4410b37139b112df447e65cd6e88139009da011e4739d7c,1fb4e70bd1faf3d448a09d657be255edc99e1b4d1ae2e9cac1656e32788455a4,p001,p001,make_fist,10,2,accepted,,,,28,0.9120087999999669,28,1.0,0,0.21512477746731412,
make_fist/p001_make_fist_0011.npz,c3fc6ac81072489b9ec2efd745dbd421bb156d10c0db05cda6410ba3ee3ffe93,ae9389e3e725739c01646bb55a5d7f4ee0e04ab7bcc081613ab498821cd9e150,2072742b49660b1b2534fd01ebdbdbd3bccd68d064708c994450af203dd3c4f1,p001,p001,make_fist,11,2,accepted,,,,33,1.0720376999997825,33,1.0,0,0.2122227222144499,
