source_path,sha256,arrays_sha256,identity_content_sha256,participant_id,canonical_participant_id,label,sample_id,schema,status,reason,split,output_index,original_T,duration,valid_frames,valid_detection_ratio,longest_missing_run,scale,assumptions
swipe_left/user00_swipe_left_0001.npz,d848e4127156a8670dae37abe450e0f612e935b0d89205dccfa05f57503e52d1,7c0230cb2a5f796d7d1b43d2a601967412bf3ab45b33a938c190926c7c358364,1f55a6c817eaf229f2659e86040b0e15261728e23a8baa977646a79062779722,user00,user00,swipe_left,1,1,accepted,,,,46,1.5042948999907821,46,1.0,0,0.21804563425537393,legacy_v1_missing_mirrored_assumed_false_from_collector
swipe_left/user00_swipe_left_0002.npz,ba4e9ff386b4d5a5d2f3eab66f7fefdf7ee4a7731a70ceca22eb5d3cd717b9d8,fb988f2f2eded4d6f5b635ba727b18d0085f2df7d32b590461472a65a6e0bd3f,c30d5d7e98c31790521db1ff94a44a9f61bb87e19c024c983bd56d1ce8087e7b,user00,user00,swipe_left,2,1,accepted,,,,45,1.4623181999195367,45,1.0,0,0.22527817898339456,legacy_v1_missing_mirrored_assumed_false_from_collector
swipe_left/user00_swipe_left_0003.npz,c85f2cd037856e4691d09e489815491340c0bca9313111fbf3aa7911c6ff6a86,4d23c39d3892e9a748bd690b0edb3ef1e6bca3d740d47311089bef8635495001,b927881a146097bb83d8dc47eb98bb2923143649ece4496da6bdc5233a905788,user00,user00,swipe_left,3,1,accepted,,,,44,1.4238255000673234,44,1.0,0,0.23238903542138503,legacy_v1_missing_mirrored_assumed_false_from_collector
swipe_left/user00_swipe_left_0004.npz,3a71a162a116ecdd58fda47d2c1792c4cafd85e8282178e8510c52bfb57ba8dd,34572148df2261fc302d56e57ea2281f7dbdc0f8895d7977c48a38b255b8f624,ae7d9cf210881e97f2e1b8e50fba59d70f3f83157067dbde0cea1bfa33d6b53f,user00,user00,swipe_left,4,1,accepted,,,,38,1.280062099918723,38,1.0,0,0.22974169638327008,legacy_v1_missing_mirrored_assumed_false_from_collector
swipe_left/user00_swipe_left_0005.npz,1bf5497a550c0aa013713903896351f6fa696ae21f0d6f0a9e4c53c672e207c9,ca658d2d525a99e18d76e60e1def4c4d966a910bf7080cec0b47e8fb28262870,2e8cf9ed7b78be75bfae4e3e420116a2f6bb53c4fd3def5f9e0c4f692bdf63bf,user00,user00,swipe_left,5,1,accepted,,,,36,1.2478981000604108,36,1.0,0,0.2282837712085261,legacy_v1_missing_mirrored_assumed_false_from_collector
swipe_left/user00_swipe_left_0006.npz,b2a361a04226c4c01ef1c00c35681fc2fe506d11af20ea0b3eff6dea6900688a,450791f2768f0c646f31c8c591b141be01385f474f3786a827fe80261b414f67,406e4a98e8d63564adf552dbadf3d604ca227e79306cdcf5835a6ced315735a7,user00,user00,swipe_left,6,1,accepted,,,,39,1.2476669999305159,39,1.0,0,0.21635278252689125,legacy_v1_missing_mirrored_assumed_false_from_collector
swipe_left/user00_swipe_left_0007.npz,0d64398de4ce5e59d775b49e8e0bdcca679c58847b2ff1dce4d583ea141fcdd7,a54e48567d7b8f275451f7eddc323c37f8a243c5cee00c9732ecbe4775ff1220,bd79f8034041f4a6646d2e6d01d4646bdcac449083e17c4ad1341b5f41e1d919,user00,user00,swipe_left,7,1,accepted,,,,33,1.0558984999079257,33,1.0,0,0.2557757462040297,legacy_v1_missing_mirrored_assumed_false_from_collector
swipe_left/user00_swipe_left_0008.npz,920b82959fe6051259f3b5bf75e5708564859a10172a3894f66f2b1bcbeda56e,4198ea4ace09bd32ef3b2efdd8c15bb44ed3fce63ad95f2a49dbdc6258ed0f56,d338c0fcc6397ee82535a5232b27550533819470765b3a0278d527fc151b4a33,user00,user00,swipe_left,8,1,accepted,,,,28,0.8800190000329167,28,1.0,0,0.24001991936163908,legacy_v1_missing_mirrored_assumed_false_from_collector
swipe_left/user00_swipe_left_0009.npz,8fed75386d322f201aa7132d6d314f58899d7585965435a38e352f22025f36cf,20cceec1b097c7cf9c851cd26a17f0a0e898b8314b1dbd7140747cf4f74a1c11,5c4912bcf68e0e6b4ff02aa46d8ee2dfd382ee46eacfbd441df13caf12371896,user00,user00,swipe_left,9,1,accepted,,,,34,1.0724396000150591,34,1.0,0,0.2428521111543162,legacy_v1_missing_mirrored_assumed_false_from_collector
swipe_left/user00_swipe_left_0010.npz,91018cd74492dbe1046f8075a08cc81aa2116359c07893515dd7e500789e349a,1405f1609d7f7656e6e95b579861ba0e83984a85ee25d46aceff2037639a6b23,789c7ac3fb6fb77b1b081c75209be6b00173e0d871d9d2e83f74e91df13bc13e,user00,user00,swipe_left,10,1,accepted,,,,35,1.104179700021632,35,1.0,0,0.24234013826033804,legacy_v1_missing_mirrored_assumed_false_from_collector
swipe_left/user00_swipe_left_0011.npz,f7815d3934ce6685e30137cabf1ce40356549737b801c7c93f9c48218d7ba219,d1eaa13069e42c0880a7b2cbb23485b60d096a185709fdd38d7d4569594163b4,3911e1fbcad9e3ff04bc76808ddcd7b0882d82ab17a07953d79dc70e65bfcdf9,user00,user00,swipe_left,11,1,accepted,,,,41,1.311925599933602,41,1.0,0,0.22898666652391778,legacy_v1_missing_mirrored_assumed_false_from_collector
swipe_left/user00_swipe_left_0012.npz,f47c9a0f8046abbc51d59599024715ff193c4b17980aee2a28724794b90f037c,a907eb904f2ba84b9997fe6ed1ca70aee84d7ccd77f173b1a6aa7832a2357d7f,28853d7c3a0baff0c662c1277d21c7b2baa2a84a8c1f93a209629ed52d691776,user00,user00,swipe_left,12,1,accepted,,,,40,1.280128699960187,40,1.0,0,0.2257148185114911,legacy_v1_missing_mirrored_assumed_false_from_collector
swipe_left/user00_swipe_left_0013.npz,68a6fe27f56031b0d904db5e2c21b7c8d4b59fa459826bca56c6fd0210bea140,e2b4110a092aa19dddc5968d82fc070a239d559cf0249a4d39da79134caf6ce6,61e062572291300f3a24b6ace3504c1dabd4218d746349bc6348f16843e2045a,user00,user00,swipe_left,13,2,accepted,,,,35,1.1359216000000742,35,1.0,0,0.2174372957274269,
swipe_left/user00_swipe_left_0014.npz,eb8b9aa5cd337e36b199c51f601050a9bbcbaf2b029022d618e1e688b0c5c249,40c3bdd3f591ec9e25699dfbc411adb9e3a082c932ad5bb4dfddc4e65e50350d,e24a9e5839823a3e71378352d05de92072f297dc74086c53834b0dc2a2409506,user00,user00,swipe_left,14,2,accepted,,,,27,0.8797389000001203,27,1.0,0,0.21974297658590744,
