source_path,sha256,arrays_sha256,identity_content_sha256,participant_id,canonical_participant_id,label,sample_id,schema,status,reason,split,output_index,original_T,duration,valid_frames,valid_detection_ratio,longest_missing_run,scale,assumptions
finger_snap/p001_finger_snap_0001.npz,aabbff039eafd1537fb710703c31fb39f20d1213166bc84873e58a8b2c729d19,803ed6d84eb4755ef04a46709018c09e5a65fa1543b47b0167b5d1084dc4991f,7dd326c7d65ff82a5c9e67a76ef70f25e2ea222a75d0dac635511b833d0ac60a,p001,p001,finger_snap,1,2,accepted,,train,0,47,1.5519817000022158,47,1.0,0,0.25415611873034205,
finger_snap/p001_finger_snap_0002.npz,569a14bfe2ca2c83a72df84105c035f8e45dff09fcddd513208c2f90343a102c,f095cd72c10ce146120eabd9196ee5e2b844fe5ecf67376f58cfb20e3d29f5cf,1e1a46583c01bc4124aba0026bfa950b57ee7ba246706ec34943ced4a6992837,p001,p001,finger_snap,2,2,accepted,,train,1,39,1.2800069999939296,39,1.0,0,0.2656198185272349,
finger_snap/p001_finger_snap_0003.npz,fbeffcf2f13c05bfafaaa66fc900ebd75653566bd7d58abb35a2b0b108ae34a2,d866514b551c7550bc066e37e2adcdc47d7133aeaac47d700d0b16f1b6a66e52,91d69d682c3e57636853e8055d07f28b2ed061b4046b4be0f1f4f142e9ab6eb2,p001,p001,finger_snap,3,2,accepted,,train,2,32,1.0401198999898043,32,1.0,0,0.2571772230766456,
finger_snap/p001_finger_snap_0004.npz,c0e855fabea678a5275e1013f436545fa96b5f0996c89a1aab4de0d0f3c70b79,39898c4888408218b76a33ec532a7b29a3554989b64fd330030950fc07c0541b,4ae1d23277da928c91146ecdc459f76512d1493bc6c9ac58ff87cb7ed0de1fe5,p001,p001,finger_snap,4,2,accepted,,train,3,39,1.2959139999875333,39,1.0,0,0.24614692680074338,
finger_snap/p001_finger_snap_0005.npz,436c219cadff7c5cd64b037ecdecd834c097cb6ea0fa679bd3f61223f4bd5f55,fcbd3addb303aaa5d71c58c0590e74d0c2bded9c6c0ae24a3325d1e898b5cf1d,5698903eef23d405db3158308ac29cd5fdb61de4419f7a8dac1b26e20b171248,p001,p001,finger_snap,5,2,accepted,,train,4,33,1.0719893999921624,33,1.0,0,0.24978144714051922,
finger_snap/p001_finger_snap_0006.npz,b89ead41ea0ade4ef73a3c4389ea84b41ed4f17ac4a9008de1d6c4099ac41cd5,00525f45467ffcdc32c8e06bd6331d1eb63f778dcfc36d25f2bf4d6af54a9756,2ffc8e441ab93cfb42e020a0621bd775eb354880d872ec4367ce4e830a1a1982,p001,p001,finger_snap,6,2,accepted,,train,5,37,1.2160738999955356,37,1.0,0,0.24929309278378334,
finger_snap/p001_finger_snap_0007.npz,497ef6f38818b477c041b89c680501e55c98fc5c5cec193fe983d94ef35bc9eb,b98e38dfa6e63d5319ef4fd6a019f1481a177f8b756b4b6efb5904de47960d4d,0873faf9ff1737d1815d934e2053e6909bd8ba60091cbebd412a276c79ba74f8,p001,p001,finger_snap,7,2,accepted,,train,6,38,1.2481847000017297,38,1.0,0,0.23501362394803801,
finger_snap/p001_finger_snap_0008.npz,7e6f1e6cdcda85a1c8f11c854b6686b0562cb08aaa58d367aa8bb9ca8b26451f,53c86a03cbfd9281b06e90745b2dc2117df45e64cf9c05aedfcfc6c603d1a614,0fb259c6278857b1d6c9b767e75ee36082e5c11d7e17f721bb77464bf0949757,p001,p001,finger_snap,8,2,accepted,,train,7,41,1.3439760999754071,41,1.0,0,0.23550780863518192,
finger_snap/p001_finger_snap_0009.npz,44dd241a63a54386d9132f2e71c48beeda5789a3788398a3188deafbac727170,5e5d5c1eb42f59ffba17aa166d9b053e153494321bd2a853e79ceb252576a09c,a2c736a00a03400a157103af454c71e2ddc61fd0bee63e7357dbc0523cf1b26e,p001,p001,finger_snap,9,2,accepted,,train,8,44,1.440031000005547,44,1.0,0,0.2689538768873668,
finger_snap/p001_finger_snap_0010.npz,9daa3029defab118b9ef0400c1c521ed61c9825a0fd1629c89c960bb1b359383,5ffdf97b83161d82fe20c8003f0e4ab97ef155e0238eee64450c235ef384dce4,6510f98c3727b84a9504e47aa58f6ed30573240d92ea0b5e37c218c1be0589d3,p001,p001,finger_snap,10,2,accepted,,train,9,42,1.3919789000065066,42,1.0,0,0.24645315039255122,
finger_snap/p001_finger_snap_0011.npz,a23cffefd65463d23f5935d7a94394dd5d522068d95ccdb922cfc5c174bc1a75,a737bd0a95b28a1bcfe3397eea01c79eda1b06c14ddb7f173ddd749b3fd8c3f1,3cde679f7f83853c062192a128e58997d4b6af510052312b978c508b52297aa3,p001,p001,finger_snap,11,2,accepted,,train,10,46,1.520150999975158,46,1.0,0,0.244919390499722,
finger_snap/p001_finger_snap_0012.npz,6229160dcab7536fd005bee6d37e0aecae4240112268f7648419a33558afd61d,2473392b06e7dd6640e8111a4a8290b45aef70a634b28d9dea4c0b6fa5c2c93a,44d5085c55255cb2ede2dc4ed95da6c5af6f124e079a9ab9aa851d02a7254af8,p001,p001,finger_snap,12,2,accepted,,train,11,40,1.3118060999840964,40,1.0,0,0.25164230232157897,
finger_snap/p001_finger_snap_0013.npz,28612b4185b90bf2fade88abcffe69f06326f7eaebc3465b19690a532cf89fe3,dcc1a4c3fe79a76e83d7a8c29bf6d3f8e3447fb308e994c45796830545305ae6,e70d8e8f401e74c77a3f5645752462a7fc11d24d571d4232910e506c47405a0b,p001,p001,finger_snap,13,2,accepted,,train,12,42,1.3762926000053994,42,1.0,0,0.2496709437553952,
finger_snap/p001_finger_snap_0014.npz,aec2c182074ed40d8deccc1cb6d8f287b5153b27db4ab1bb9a055bf7ed804bf6,facde0499e221ef6865c17122ba6a8394604cf112743ef86b4d2856fd12a222a,8cbd0e144420e0095c06714ccbd4b7385b996f79ff43f5311f2ff5ca3540c00f,p001,p001,finger_snap,14,2,accepted,,train,13,49,1.6320765000127722,49,1.0,0,0.24176191331018998,
finger_snap/p001_finger_snap_0015.npz,33e3cde5c7caf0401e6ee9ef632fec7e001488c3ce1d37df16ec96c3741d9e47,24ac75549559440f501decdc2d3966518321a3cbe9c8a0708070615355f4018d,866390d915461d69e91352c3f8d397de093c49cea9c8c3142175732f9c6490c8,p001,p001,finger_snap,15,2,accepted,,train,14,38,1.2480992999917362,38,1.0,0,0.21140741623804998,
finger_snap/p001_finger_snap_0016.npz,9caec110065b9f91b1e6c9e7b14810f557f2787a5d7a4947b7756a935bff7507,9323eff833ccc22f34a09cd8e7031d0035e1e9f5dadb7f644b3b87d1417f88a6,c8627f7c361d7206521346c18361e17b130233b6376458bef05030d044612546,p001,p001,finger_snap,16,2,accepted,,train,15,41,1.3440122999891173,41,1.0,0,0.19455560440269926,
finger_snap/p001_finger_snap_0017.npz,e017883b8887800489df16fc0a4cb15df71259a808068f001d2349010065da1c,296db34a2a8bf869490d9d936bade7a0d2f0e23cf298da7cb7fd497a3242761a,951f8e5d089735b84a072cb0105774cddaaf8f2a4e8a1f52bec8ed90c8dce491,p001,p001,finger_snap,17,2,accepted,,train,16,47,1.5522381000046153,47,1.0,0,0.21593021229229886,
finger_snap/p001_finger_snap_0018.npz,19b41ebd7df3a3d3c8f0e0eb41766143c0c1609d8fe191561c9ad1ba267ae30e,e1efe3cf1afa790b645db663a2877cd0efed902bb63ac8d5b2a19ce960c530e9,18aa2655244bcc8bda5e6bf9953cbc6dbe4f7f632c77f3a097e566dde09e98d1,p001,p001,finger_snap,18,2,accepted,,train,17,40,1.3122558000031859,40,1.0,0,0.2150993748508484,
